Date,Adj Close,Close,High,Low,Open,Volume,Short_MA,Long_MA
2020-01-02 00:00:00+00:00,72.7960433959961,75.0875015258789,75.1500015258789,73.79750061035156,74.05999755859375,135480400,,
2020-01-03 00:00:00+00:00,72.08828735351562,74.35749816894531,75.1449966430664,74.125,74.2874984741211,146322800,,
2020-01-06 00:00:00+00:00,72.66270446777344,74.94999694824219,74.98999786376953,73.1875,73.44750213623047,118387200,,
2020-01-07 00:00:00+00:00,72.32098388671875,74.59750366210938,75.2249984741211,74.37000274658203,74.95999908447266,108872000,,
2020-01-08 00:00:00+00:00,73.48434448242188,75.79750061035156,76.11000061035156,74.29000091552734,74.29000091552734,132079200,,
2020-01-09 00:00:00+00:00,75.04522705078125,77.40750122070312,77.60749816894531,76.55000305175781,76.80999755859375,170108400,,
2020-01-10 00:00:00+00:00,75.21488189697266,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800,,
2020-01-13 00:00:00+00:00,76.8218002319336,79.23999786376953,79.26750183105469,77.7874984741211,77.91000366210938,121532000,,
2020-01-14 00:00:00+00:00,75.784423828125,78.16999816894531,79.39250183105469,78.0425033569336,79.17500305175781,161954400,,
2020-01-15 00:00:00+00:00,75.45966339111328,77.83499908447266,78.875,77.38749694824219,77.9625015258789,121923600,,
2020-01-16 00:00:00+00:00,76.40491485595703,78.80999755859375,78.92500305175781,78.02249908447266,78.39749908447266,108829200,,
2020-01-17 00:00:00+00:00,77.25078582763672,79.68250274658203,79.68499755859375,78.75,79.06749725341797,137816400,,
2020-01-21 00:00:00+00:00,76.7272720336914,79.14250183105469,79.75499725341797,79.0,79.29750061035156,110843200,,
2020-01-22 00:00:00+00:00,77.00114440917969,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400,,
2020-01-23 00:00:00+00:00,77.3719711303711,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000,,
2020-01-24 00:00:00+00:00,77.14900207519531,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600,,
2020-01-27 00:00:00+00:00,74.88040924072266,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000,,
2020-01-28 00:00:00+00:00,76.99872589111328,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000,,
2020-01-29 00:00:00+00:00,78.61048889160156,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200,,
2020-01-30 00:00:00+00:00,78.49656677246094,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200,78.00912513732911,
2020-01-31 00:00:00+00:00,75.01614379882812,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400,78.12362518310547,
2020-02-03 00:00:00+00:00,74.81011962890625,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400,78.26400032043458,
2020-02-04 00:00:00+00:00,77.27989196777344,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400,78.5021255493164,
2020-02-05 00:00:00+00:00,77.9100341796875,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800,78.79037551879883,
2020-02-06 00:00:00+00:00,78.82135772705078,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600,79.06562538146973,
2020-02-07 00:00:00+00:00,77.74995422363281,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000,79.19562530517578,
2020-02-10 00:00:00+00:00,78.11924743652344,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800,79.33587532043457,
2020-02-11 00:00:00+00:00,77.64791107177734,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200,79.36900024414062,
2020-02-12 00:00:00+00:00,79.49187469482422,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400,79.55050048828124,
2020-02-13 00:00:00+00:00,78.92581939697266,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600,79.71962547302246,
2020-02-14 00:00:00+00:00,78.94524383544922,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600,79.84100074768067,
2020-02-18 00:00:00+00:00,77.49972534179688,79.75,79.9375,78.65249633789062,78.83999633789062,152531200,79.84437561035156,
2020-02-19 00:00:00+00:00,78.62213897705078,80.90499877929688,81.14250183105469,80.0,80.0,93984000,79.93250045776367,
2020-02-20 00:00:00+00:00,77.8155517578125,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000,79.96500015258789,
2020-02-21 00:00:00+00:00,76.05419158935547,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000,79.8877498626709,
2020-02-24 00:00:00+00:00,72.44158935546875,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200,79.63612480163575,
2020-02-25 00:00:00+00:00,69.98783111572266,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600,79.37524948120117,
2020-02-26 00:00:00+00:00,71.09810638427734,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800,79.06224937438965,
2020-02-27 00:00:00+00:00,66.45054626464844,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600,78.42699928283692,
2020-02-28 00:00:00+00:00,66.41169738769531,68.33999633789062,69.60250091552734,64.09249877929688,64.31500244140625,426510000,77.79562416076661,
2020-03-02 00:00:00+00:00,72.5946273803711,74.70249938964844,75.36000061035156,69.43000030517578,70.56999969482422,341397200,77.66187400817871,
2020-03-03 00:00:00+00:00,70.28909301757812,72.33000183105469,76.0,71.44999694824219,75.9175033569336,319475600,77.42012405395508,
2020-03-04 00:00:00+00:00,73.54942321777344,75.68499755859375,75.8499984741211,73.28250122070312,74.11000061035156,219178400,77.21874885559082,
2020-03-05 00:00:00+00:00,71.16368865966797,73.2300033569336,74.88749694824219,72.85250091552734,73.87999725341797,187572800,76.86212387084962,
2020-03-06 00:00:00+00:00,70.21864318847656,72.25749969482422,72.70500183105469,70.30750274658203,70.5,226176800,76.40987396240234,
2020-03-09 00:00:00+00:00,64.6649169921875,66.5425033569336,69.52249908447266,65.75,65.9375,286744800,75.73662414550782,
2020-03-10 00:00:00+00:00,69.3221664428711,71.33499908447266,71.61000061035156,67.34249877929688,69.28500366210938,285290000,75.28399925231933,
2020-03-11 00:00:00+00:00,66.91456604003906,68.85749816894531,70.30500030517578,67.96499633789062,69.34750366210938,255598800,74.73174934387207,
2020-03-12 00:00:00+00:00,60.30644226074219,62.057498931884766,67.5,62.0,63.98500061035156,418474000,73.74462413787842,
2020-03-13 00:00:00+00:00,67.53166198730469,69.49250030517578,69.9800033569336,63.23749923706055,66.22250366210938,370732000,73.15837421417237,76.45169975280761
2020-03-16 00:00:00+00:00,58.843910217285156,60.5525016784668,64.7699966430664,60.0,60.48749923706055,322423600,72.1241241455078,76.16099975585938
2020-03-17 00:00:00+00:00,61.43129348754883,63.21500015258789,64.40249633789062,59.599998474121094,61.877498626708984,324056000,71.29737415313721,75.93814979553223
2020-03-18 00:00:00+00:00,59.92744827270508,61.66749954223633,62.5,59.279998779296875,59.942501068115234,300233600,70.33549919128419,75.67249984741211
2020-03-19 00:00:00+00:00,59.46828079223633,61.19499969482422,63.209999084472656,60.65250015258789,61.84749984741211,271857200,69.39149932861328,75.4044497680664
2020-03-20 00:00:00+00:00,55.692909240722656,57.310001373291016,62.95750045776367,57.0,61.79499816894531,401693200,68.34387454986572,75.0346997833252
2020-03-23 00:00:00+00:00,54.50975036621094,56.09249877929688,57.125,53.15250015258789,57.02000045776367,336752800,67.4212495803833,74.60839973449707
2020-03-24 00:00:00+00:00,59.97846984863281,61.720001220703125,61.92250061035156,58.57500076293945,59.09000015258789,287531200,66.90624980926513,74.2911498260498
2020-03-25 00:00:00+00:00,59.64806365966797,61.380001068115234,64.5625,61.07500076293945,62.6875,303602000,66.31712493896484,73.93394989013672
2020-03-26 00:00:00+00:00,62.786930084228516,64.61000061035156,64.66999816894531,61.59000015258789,61.630001068115234,252087200,66.12862510681153,73.66274993896485
2020-03-27 00:00:00+00:00,60.18741226196289,61.935001373291016,63.967498779296875,61.76250076293945,63.1875,204216800,65.80837535858154,73.34474998474121
2020-03-30 00:00:00+00:00,61.9050407409668,63.70249938964844,63.880001068115234,62.349998474121094,62.685001373291016,167976400,65.25837535858155,73.0426000213623
2020-03-31 00:00:00+00:00,61.77870178222656,63.5724983215332,65.62249755859375,63.0,63.900001525878906,197002000,64.82050018310547,72.72039993286133
2020-04-01 00:00:00+00:00,58.528076171875,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400,64.04762535095215,72.34209991455079
2020-04-02 00:00:00+00:00,59.504722595214844,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000,63.447750091552734,71.97824981689453
2020-04-03 00:00:00+00:00,58.64955520629883,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000,62.85250015258789,71.58914978027343
2020-04-06 00:00:00+00:00,63.76600646972656,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400,62.80625,71.30994979858399
2020-04-07 00:00:00+00:00,63.02743911743164,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200,62.48237495422363,71.06234970092774
2020-04-08 00:00:00+00:00,64.6406021118164,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200,62.3653751373291,70.80424972534179
2020-04-09 00:00:00+00:00,65.10706329345703,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800,62.61237506866455,70.52249969482422
2020-04-13 00:00:00+00:00,66.38495635986328,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800,62.55337505340576,70.26939971923828
2020-04-14 00:00:00+00:00,69.73758697509766,71.76249694824219,72.0625,69.51249694824219,70.0,194994800,63.11387481689453,70.157099609375
2020-04-15 00:00:00+00:00,69.10108184814453,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400,63.508499717712404,70.03594955444336
2020-04-16 00:00:00+00:00,69.650146484375,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200,64.00874977111816,69.87514953613281
2020-04-17 00:00:00+00:00,68.70508575439453,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000,64.48399963378907,69.6818994140625
2020-04-20 00:00:00+00:00,67.27899169921875,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200,65.08012447357177,69.44049942016602
2020-04-21 00:00:00+00:00,65.19938659667969,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600,65.63012447357178,69.18219940185547
2020-04-22 00:00:00+00:00,67.07733154296875,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400,65.99537448883056,68.95494949340821
2020-04-23 00:00:00+00:00,66.81739807128906,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400,66.36424942016602,68.73204956054687
2020-04-24 00:00:00+00:00,68.74638366699219,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200,66.67087440490722,68.51089950561523
2020-04-27 00:00:00+00:00,68.79498291015625,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600,67.11374950408936,68.30239959716796
2020-04-28 00:00:00+00:00,67.67985534667969,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800,67.41087436676025,68.07054946899414
2020-04-29 00:00:00+00:00,69.90282440185547,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800,67.8288745880127,67.91419952392579
2020-04-30 00:00:00+00:00,71.37748718261719,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000,68.48999938964843,67.76509948730468
2020-05-01 00:00:00+00:00,70.22833251953125,72.26750183105469,74.75,71.4625015258789,71.5625,240616800,69.0417495727539,67.60894958496094
2020-05-04 00:00:00+00:00,71.22200775146484,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000,69.68862457275391,67.50949966430665
2020-05-05 00:00:00+00:00,72.29095458984375,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200,70.12724952697754,67.5063996887207
2020-05-06 00:00:00+00:00,73.03681945800781,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600,70.64224967956542,67.56914978027343
2020-05-07 00:00:00+00:00,73.79236602783203,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200,71.11312446594238,67.62459976196288
2020-05-08 00:00:00+00:00,75.54873657226562,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400,71.63987464904785,67.80764984130859
2020-05-11 00:00:00+00:00,76.73753356933594,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400,72.16187477111816,68.0158999633789
2020-05-12 00:00:00+00:00,75.86058044433594,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200,72.46637496948242,68.07889999389648
2020-05-13 00:00:00+00:00,74.94461822509766,76.9124984741211,78.98750305175781,75.80249786376953,78.0374984741211,200622400,72.75662498474121,68.17054992675781
2020-05-14 00:00:00+00:00,75.40502166748047,77.38500213623047,77.44750213623047,75.38249969482422,76.12750244140625,158929200,73.04225006103516,68.20455001831054
2020-05-15 00:00:00+00:00,74.959228515625,76.92749786376953,76.9749984741211,75.05249786376953,75.0875015258789,166348400,73.35362510681152,68.27849990844726
2020-05-18 00:00:00+00:00,76.72534942626953,78.73999786376953,79.125,77.58000183105469,78.2925033569336,135178400,73.82900009155273,68.40814987182617
2020-05-19 00:00:00+00:00,76.2820053100586,78.28500366210938,79.62999725341797,78.25250244140625,78.75749969482422,101729600,74.38862533569336,68.64299987792968
2020-05-20 00:00:00+00:00,77.76554107666016,79.80750274658203,79.87999725341797,79.12999725341797,79.16999816894531,111504800,74.92775039672851,68.81244995117187
2020-05-21 00:00:00+00:00,77.18577575683594,79.2125015258789,80.22250366210938,78.96749877929688,79.66500091552734,102688800,75.45050048828125,69.01955001831055
2020-05-22 00:00:00+00:00,77.68272399902344,79.72250366210938,79.80750274658203,78.8375015258789,78.94249725341797,81803200,75.89950065612793,69.37285011291505
2020-05-26 00:00:00+00:00,77.15653228759766,79.18250274658203,81.05999755859375,79.125,80.875,125522000,76.31900062561036,69.56665016174317
2020-05-27 00:00:00+00:00,77.49270629882812,79.52749633789062,79.67749786376953,78.27249908447266,79.03500366210938,112945200,76.81312561035156,69.94615005493164
2020-05-28 00:00:00+00:00,77.52680969238281,79.5625,80.86000061035156,78.90750122070312,79.19249725341797,133560800,77.19462547302246,70.27310005187988
2020-05-29 00:00:00+00:00,77.45127868652344,79.48500061035156,80.2874984741211,79.11750030517578,79.8125,153532400,77.49637565612792,70.62945007324218
2020-06-01 00:00:00+00:00,78.40379333496094,80.4625015258789,80.5875015258789,79.30249786376953,79.4375,80791200,77.90612564086913,71.01480010986329
2020-06-02 00:00:00+00:00,78.76675415039062,80.83499908447266,80.86000061035156,79.73249816894531,80.1875,87642800,78.2833755493164,71.48530006408691
2020-06-03 00:00:00+00:00,79.20035552978516,81.27999877929688,81.55000305175781,80.57499694824219,81.16500091552734,104491200,78.62787551879883,71.98905006408691
2020-06-04 00:00:00+00:00,78.51827239990234,80.58000183105469,81.40499877929688,80.19499969482422,81.09750366210938,87560400,78.89900054931641,72.36625007629395
2020-06-05 00:00:00+00:00,80.75455474853516,82.875,82.9375,80.80750274658203,80.8375015258789,137250400,79.24600067138672,72.79615005493164
2020-06-08 00:00:00+00:00,81.23200988769531,83.36499786376953,83.4000015258789,81.83000183105469,82.5625,95654400,79.53762550354004,73.17125
2020-06-09 00:00:00+00:00,83.79716491699219,85.99749755859375,86.40249633789062,83.00250244140625,83.03500366210938,147712400,79.89987525939941,73.65249992370606
2020-06-10 00:00:00+00:00,85.95304870605469,88.20999908447266,88.69249725341797,86.52249908447266,86.9749984741211,166651600,80.41775016784668,74.14264991760254
2020-06-11 00:00:00+00:00,81.82640838623047,83.9749984741211,87.76499938964844,83.87000274658203,87.32749938964844,201662400,80.77087516784668,74.5506999206543
2020-06-12 00:00:00+00:00,82.53286743164062,84.69999694824219,86.94999694824219,83.55500030517578,86.18000030517578,200146000,81.13662490844726,75.04014984130859
2020-06-15 00:00:00+00:00,83.55355834960938,85.74749755859375,86.41999816894531,83.1449966430664,83.3125,138808800,81.57762489318847,75.53044982910156
2020-06-16 00:00:00+00:00,85.76793670654297,88.0199966430664,88.30000305175781,86.18000030517578,87.86499786376953,165428800,82.04162483215332,76.08379974365235
2020-06-17 00:00:00+00:00,85.64855194091797,87.89749908447266,88.8499984741211,87.77249908447266,88.7874984741211,114406400,82.52224960327149,76.52939971923828
2020-06-18 00:00:00+00:00,85.68267059326172,87.93250274658203,88.36250305175781,87.30500030517578,87.85250091552734,96820400,82.92849960327149,76.99089981079102
2020-06-19 00:00:00+00:00,85.19300079345703,87.43000030517578,89.13999938964844,86.2874984741211,88.66000366210938,264476000,83.33937454223633,77.40914978027344
2020-06-22 00:00:00+00:00,87.42198181152344,89.71749877929688,89.86499786376953,87.7874984741211,87.83499908447266,135445200,83.8391242980957,77.8635498046875
2020-06-23 00:00:00+00:00,89.28797912597656,91.63249969482422,93.09500122070312,90.56749725341797,91.0,212155600,84.46162414550781,78.32994979858398
